"CEREAL","BAKEPROD","MEATS","DAIRY","FRSHFRUT","FRSHVEG","PROCFRUT","PROCVEG","SWEETS","NONALBEV","OILS","MISCFOOD","ALCBEV","SMOKSUPP","PET_FOOD","PERSPROD","DRUGSUPP","HOUSKEEP","AGE_REF","BLS_URBN","FAM_SIZE","FAM_TYPE","RACE_REF","HISP_REF"
7.58,9.38,17.31,22.31,4.52,3.19,0,0,6.67,14.47,6.08,13.36,0,0,0,0,132.78,45.93,67,1,2,1,1,2
0,0,41.97,11.98,0,0,8.89,0,42.62,34.96,0,16.97,0,0,0,0,0,48.35,67,1,2,1,1,2
0,11.98,22.44,5.9,77.11,0.58,0,0,14.96,3.71,0,54.69,0,0,0,0,0,0,54,1,2,1,1,1
2.56,8.6,17.43,27.84,9.61,5.75,0,0,5.07,11.96,0,26.44,0,0,0,3.23,0,0,54,1,2,1,1,1
0,4.68,32.48,5.58,3.69,2.99,2.99,8,10.99,12.77,0,0,0,0,15,0,0,0,52,1,1,4,1,2
5.64,0,4.5,2.59,0,0,0,0,0,0,2.99,10,0,0,0,0,28.77,11.71,52,1,1,4,1,2
0,11.49,14.69,9.17,3.15,4.05,5.49,0,4.99,4.25,0,8.68,30.8,0,0,0,0,0,42,1,3,5,1,2
6.00168,23.08076,30.50419,25.21899,10.52334,13.33615,0,17.36117,2.6066,17.59604,3.87863,12.23242,41.4,0,0,19.62,23.68,6.89,42,1,3,5,1,2
0,11.49,0,13.09,0,1.99,0,0,0,0,3.99,4.29,0,0,0,0,0,0,71,1,3,5,1,2
0,0,0,0,9.78347,8.21653,0,0,0,0,0,0,0,0,0,0,0,0,71,1,3,5,1,2
0,4.76,65.66,99.85223,2.9,33.88,9.34,18.05777,19.82,0,7.26,43.82,5.45,0,22.86,0,0,41.73,37,1,5,2,1,2
10.19,0,9.16,0,0,2.23,0,0,6.82,82.57,3.63,19.73,0,0,0,8.16,2.5232,20.77729,37,1,5,2,1,2
17.06,17.77,21.94,21.24,7.39,7.83,0,0.99,6,0,0,26.18,0,0,0,8.55,29.99,3.43,49,1,2,3,1,2
1.78,2.97,8.88,3.44,0,0.87,0.80458,1.94542,0,0,0,9.16,0,0,0,156.81,0,0,49,1,2,3,1,2
0,8.2,25.15,10.18,4.08,6.88,9.57,9.14,0,6.08,6.15,72.15,0,0,0,0,0,0,42,1,5,5,1,2
7.2,0,35.45,18.07,9.24,5.7,3.1,0,0,15.47,0,3.06,0,0,0,0,0,0,42,1,5,5,1,2
5,7.5,134,17,0,0,8.6,0,0,2.12,0,0,0,0,0,0,0,0,69,1,3,5,1,2
0,10,117.5,14,9,8.5,6,0,2,0,0,0,0,0,0,0,0,0,69,1,3,5,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,1,4,1,2
14.19,19.15,0,0,0,0,0,0,6.05,0,5.36,11.09,0,0,0,0,0,0,37,1,4,2,1,2
25.34,5.54,0,7.66,29.93,12.86,9.16,12.43,6.05,3.72,10.79,48.83,0,0,0,46.72,0,28.1,37,1,4,2,1,2
0,0,0,0,0,0,0,0,0,9.98,0,8.49,21.5,29.75,0,0,0,0,34,2,1,4,1,2
0,0,0,0,0,0,0,0,0,9.98,0,16.98,14.75,34.75,0,0,0,0,34,2,1,4,1,2
18.64,20.46,26.69,37.71,17.49,6.58,10.49,17.47,0,0,14.99,12.48,0,0,0,33.68,72.37,100.45313,70,1,2,1,1,2
28.91,15.97,12.08,27.68,16.16,30.5,1.76,0,14.94,13.86,10.99,23.5,0,0,0,66.34,0,22.82,70,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,45.06,0,0,0,0,38,1,4,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,52.57,0,0,0,0,38,1,4,2,1,2
0,10.99,10.24,17.86,10.42,4.98,0,1.99,0,4.35,0,23.95,0,0,0,13.76,12.09,38.94,73,1,1,4,1,2
0,1.98,1.98,8.48,7.83,1.98,0.99,3.97,0,0,6.16,11.95,0,0,0,0,0,4.07,73,1,1,4,1,2
9.67,30.45,43.58,18.82,15.57,26.69,6.94,7.54,2.52,17.93,11.92,53.42,19.45,0,0,0,1.69,8.85,68,2,2,1,1,2
0,0,0,5.35,2.29,0,0,0,0,15,0,0,0,0,0,0,0,0,68,2,2,1,1,2
0,4.8,0,1.84,9.02,11.19,0,0,0,0,0,0,0,0,0,0,0,2.14,88,1,1,4,1,2
0,0,0,3.78,2.34,0,0,0,0,0,0,0,0,0,9.97,0,0,0,88,1,1,4,1,2
0,0,0,0,0,1.98,0,0,0,6.45,16.96,39.6,74.7,63.12,0,0,39.98,7.83,53,1,2,1,1,2
0,0,7.99,0,5.64,0,0,0,4.99,2.15,0,8.77,12.64,18.15,24.99,0,0,0,53,1,2,1,1,2
0,0,11.03,12.77,20.44,25.08,0,0,0,0,0,5.99,21,0,0,0,0,0.11,26,1,2,5,4,2
0.99,0,4.42,2.99,13.97,36.31,0,16.98,0,0,0,14.72,0,0,0,2.12,0,0,26,1,2,5,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,4,5,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,4,5,1,1
8.38,26.76,31.46,24.15,1.99,2.67,12.68,4.18,7.97,15.17,8.98,18.04,0,0,0,40.38,0,8.34,35,1,5,2,1,1
2.99,5.79,48.71,0,6.02,8.5,0,1.19,1.19,15.66,2.99,8.78,10.86,0,5.49,0,0,9.64,35,1,5,2,1,1
2.99,3.14196,0,17.44,1.99,3.99,2.2137,1.7763,0,33.48148,0,36.16656,0,0,0,21.74,0,18.47,28,1,2,1,1,1
6.99,19.45,22.96,17.92007,3.99,10.40993,5.54257,12.53743,3,6.51,3.99,48.35,0,0,0,54.92,0,0,28,1,2,1,1,1
0,8.42633,14.85685,9.17306,8.12768,14.62459,9.50101,3.2197,3.50335,25.44885,4.95592,17.26268,77.99,0,0,0,0,23.56,61,1,1,4,1,2
4.67345,12.15207,15.87066,13.40889,5.49038,8.3817,11.60919,3.72296,15.46312,12.44792,13.56682,13.79282,17,0,0,0,0,0,61,1,1,4,1,2
7.1,9.68,34.17999,14.63,2.57344,6.58436,19.17334,14.97887,0,6.74,3.48,4.73,0,0,0,0,0,0,57,1,3,3,1,1
0,11.5197,24.89,13.71844,13,3.69,9.04664,5.05337,3.61544,0,0,3.67642,0,0,0,22.26,3,32.48,57,1,3,3,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,2,1,1,2
16.57414,29.26466,52.27689,35.16261,19.81007,8.05638,5.18293,26.93736,4.32148,43.24534,6.43037,52.73773,0,0,75,0,0,0,38,1,2,1,1,2
0,10.53974,5.35548,12.72736,6.72661,1.88399,3.2083,0,5.98604,12.30825,0,11.26423,43.5,0,30,0,0,0,67,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,67,1,2,1,1,2
0,6,8.7,6.32,0,0,0,0,0,2.68,1.3,0,0,0,0,0,0,0,26,1,2,5,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,2,5,2,2
0,9.44,0,11.38,3.16,4.99,0,0,0,0,0,2.58,10.8,0,0,10.8,0,0,33,1,3,5,1,2
0,5.56,5.87,12.75,43.99,17.19,3.49,0,0,0,0,0.79,0,0,0,70.2,0,21.88327,33,1,3,5,1,2
0,13.75,30.57,2.89,10.34281,1.57,0,0.5,0,12.93521,0,14.39197,0,0,0,0,0,0,57,1,6,2,1,1
2.49,4,11,23.11,13.42,16.66,0,0.99,0,9.78,3.99,7.86,0,0,0,0,0,20.77,57,1,6,2,1,1
3.94926,17.63484,43.35235,10.27678,10.54018,6.74832,10.07598,0,0,25.13693,5.89504,23.39032,0,0,0,0,0,0,60,1,2,1,1,2
6.6865,35.01942,43.99198,35.18587,11.44492,14.89518,3.53795,17.71517,14.97301,22.56955,5.04799,25.93249,0,0,0,0,0,0,60,1,2,1,1,2
6.21,6.96,52.63,37.95,1.16,5.94,5.94,0,20.56,0,19.98,42.75,0,0,38.07989,171.23176,66.31725,127.04012,70,2,2,1,1,2
0,1,0,10.23,0,3.5,0,0,3.98,0,0,0,0,0,0,0,0,0,70,2,2,1,1,2
7.85,5.73,36.01,14.53,11.4,4.6,0,0,7.22,0,0,13.92,0,0,7.91,0,0,0,41,1,5,2,1,2
4.1,5.73,17.11,22.35,15.38,5.62,8.99,4.08,0,0,0,19.13,0,0,5.27,26.93127,12.99379,14.43901,41,1,5,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.53,31,1,5,2,1,2
0,0,27.77,0,0,0,5.55,5.94,3.98,17.93,0,5.97,0,0,0,0,0,0,31,1,5,2,1,2
0,4.1,0,1.59,0,0,0,3.96,0,6.84,3,10.06,7.07874,0,0,0,0,0,68,1,1,4,2,2
3.04,0.89,0,1.18,0,1.49,3.87,1.98,1.29,0,5.55,20.27,5.03563,0,0,0,0,0,68,1,1,4,2,2
16.19,13.82,6.62,32.83,1.57,2.04,8.1,0,7.96,10.97,1.47,39.88,0,0,0,55.85,0,10.6,41,1,2,3,1,2
0,0,0,0,0,0,0,0,0,7.81,0,0,0,0,0,0,8.88,26.21,41,1,2,3,1,2
3.2285,7.71388,0,9.55691,5.72135,5.51671,3.37757,8.72454,2.81618,6.67877,0,13.6156,0,0,0,0,0,0,53,1,2,3,1,1
5.58,3.89,17.42,10.98,17.13,11.91,2.75,12.36,0,3.71,0,15.91,0,0,0,0,0,0,53,1,2,3,1,1
0,0,8.42,0,0,21.72,0,0,0,9.46,0,0,0,0,0,0,0,0,29,1,3,2,1,1
0,7.16,0,0,0,9.09,3.08,0,0,6.31,0,1.32,0,0,0,0,0,8.71,29,1,3,2,1,1
0,0,14.47,3.02,0,1.28,0,0,0,0,0,15.38,0,0,11.87,0,0,0,34,1,1,4,1,2
0,1.88,5.33,1.39,0,4.42,0,2.22,0,5.28,0,0,0,0,0,15.97249,0,9.32765,34,1,1,4,1,2
0,7.75,0,9.93,2.54,0,0,0,1.36,0,0,27.59,0,0,7.46,0,18.76,0,68,1,2,5,1,2
0,4.08,11.95,11.64,0,1.61,4.08,5.2,0,0,0,0,0,0,25.83,1.99,13.99,0,68,1,2,5,1,2
0,0,6.79,7.95,0,0,0,5.48,0,0,0,5.98,0,0,0,0,0,0,54,1,1,4,1,2
1.49,0,30.31432,4.05955,10.69,3.71,0,1.19,0,0,0,18.58613,18,0,0,93.75,0,0,54,1,1,4,1,2
22.35,0.8,27.1,23.76,87.54,0,0,0,11.79,25.54,2.49,2.79,0,0,0,10.64,148.72,60.52,60,1,2,1,1,1
31.47,0,55.49,25.97,41.01,30.56,0,7.89,4.39,5.61,0,24.42,2.76,0,0,0,39.81,0,60,1,2,1,1,1
0,0,0,0,0,0,0,0,3.99,0,0,6.05,16.99,14.77,0,0,0,0,43,1,1,4,1,1
0,3.28,47.42,13.3,0,6.55,0,0,3,0,7.28,15.64,8.99,14.77,0,0,0,0,43,1,1,4,1,1
6.20933,14.31282,5.27336,3.7351,2.26324,5.02752,9.01823,7.98581,0,0,4.01282,17.91176,0,0,0,0,0,0,27,1,5,5,1,1
0,3.39738,4.33301,6.79405,9.71318,5.57538,0,4.38521,2.99065,8.51923,9.16291,20.879,0,0,0,0,0,0,47,1,5,5,1,1
0,10.60914,44.26279,19.77156,10.5735,6.54493,3.7165,20.9514,7.64041,21.33803,0,24.59171,0,0,0,0,0,0,70,1,1,4,1,2
12.0756,26.68123,31.75274,26.23665,8.9147,14.58463,3.49444,8.62795,7.7824,19.00544,9.68882,31.15537,0,0,0,0,0,0,38,1,1,4,6,2
1.03,3.07,4.69,3.06,0,1.2,0,6.15,3.17,10.48,0,22.1,0,0,3.99,0,0,0,63,1,2,5,1,2
22.48,13.06298,0,22.51702,17.88,1.87,7.45,13.3,9.97,32.35,0,0,0,0,63.9,7.25208,0,5.04089,63,1,2,5,1,2
0,17.48281,25.39306,14.0721,10.62396,8.7462,0,6.58,0,8.85099,11.15088,18.59001,56.25395,70.37,0,0,0,67.51,47,1,6,2,1,2
0,6.32713,9.51806,11.60223,9.23232,9.25035,0,4.24949,2.8426,4.61982,0,20.35801,36,0,0,0,0,0,47,1,6,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,2,1,1,2
4.18,19.15,10.33,21.86,4.06,2.04,6.28,9.83,24.02,17.52,0,31.89,33,0,0,16,1.59,20.27,76,1,2,1,1,2
8.98,0,36.03,13.16,0,16.69,0,0,0,8.7,0,23.35,46.84336,0,0,0,0,0,21,1,1,4,1,2
0,0,0,0,0,0,0,0,0,8.71,0,0,0,0,0,0,0,0,21,1,1,4,1,2
0,9.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4.29,39,1,1,4,1,2
25.8378,29.66924,28.26468,16.97967,13.25709,9.354,4.99,13.82463,2.98569,20.69103,4.44272,29.02345,114.42551,0,0,0,24.3,14.03,39,1,1,4,1,2
0,3.79,19.69,13.11,0,6.02,0,0,0,0,0,15.6,0,0,0,0,0,0,61,1,1,4,1,2
0,2.99,41.71,7.97,1.7,16.11,0,0,0,3.52546,0,25.01454,113.18178,0,33.88,0,0,0,61,1,1,4,1,2
17.98,5.89,6.94,8.74,15.3,4.09,0.69,0,0,0,0,24.22,0,0,0,2.73,28.26,0,60,1,3,5,4,2
0,12.46,20.64,5.08,10.87,24.97,0,8.47,0,14.82,0,98.14,0,0,0,48.2,27.98,0,60,1,3,5,4,2
0,4.77,0,13.48,34.02,19.2,18.36,2.03,0,0,0,18.57,0,0,0,11.21,0,0,46,1,4,2,4,2
3.98,0,0,0,18.53,6.92,5.22976,6.99024,0,0,0,7.66,0,0,0,0,0,60.26,46,1,4,2,4,2
1.98,5.26,37.82,34,11.8,7.58,0,13.05,10.42,14.26,8.24,202.35,84.54635,0,0,77.71036,56.91042,66.62704,68,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,2,1,1,2
7.08043,10.73758,9.79389,0,3.50859,5.83054,3.96141,0,0,8.94507,0,13.16248,0,0,0,0,5.28561,0,62,1,2,5,1,2
10.33961,3.33761,24.17191,5.36524,7.73429,1.67178,0,4.16499,11.93012,8.36159,0,22.94284,0,0,0,0,0,0,62,1,2,5,1,2
0,0,16.57,2.49,8.16,20.48,0,0,11.56,0,0,7.94,9.27,0,3.39,0,10,23.47,53,1,2,1,1,2
9.99,0,0,0,3.99,8.48,0,0,0,0,0,0,0,0,0,1.04,8.98,21.62,53,1,2,1,1,2
3.8,7.44,0,11.54,1,3.92,0,0,0,4.19,5.86,18.91,83.98,0,0,4.48637,21.75886,13.58,45,2,1,4,1,2
0,0,0,0,0,0,0,0,3.68229,3.24771,0,0,9,0,0,0,0,0,45,2,1,4,1,2
0,0.95,4.86,0,6.11,0,1.47,0,6.97,1.54,0,24.3,7.58,0,0,0,0,14.94,64,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,1,4,1,2
0.95,8.97,33.91,27.95,2.97,21.09,0,5.49,0,5.87,6.94,22.66,0,0,0,18.81,8.42,18.25351,54,1,3,2,1,2
4.27,10.37,32.3,11.95,1.99,9.65,3.99,4.16,0,8.75,3.95,31.77,66.32,0,0,0,0,0,54,1,3,2,1,2
0,0,4.99616,4.46085,2.703,0,0,0,0,0,0,39.99,86.1066,0,0,0,0,0,56,1,2,1,1,2
11.49099,4.95901,7.70365,20.76883,1.80522,4.3258,0,2.57478,0,11.25117,0,47.94,40.98248,0,5.88055,0,5.59425,0,56,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,3,2,1,2
0,21,9.24,3.01,0,0,0,0,0,13.03,0,0,0,0,24.55,0,0,0,39,1,3,2,1,2
0,7.98,29.81,26.86,10.76,10.43,3.99,0,10.17,11.76,3.28,15.72,0,0,0,0,0,0,54,1,4,2,4,2
29.1,13.1,26.89,15.16,2.49,7.67,0,0,3.19,27.04,3.49,24.13,0,0,0,11.58,0,23.68,54,1,4,2,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,1,4,6,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,1,4,6,2
0,16.48,0,2,0,0,0,0,1,2.12,0,2,8,0,0,0,0,6,54,1,1,4,1,2
3.18,0,0,4.49,0,0,0,0,3.57,0,0,1.75,0,2.65,0,0,0,0,54,1,1,4,1,2
0,13.2,33.49,7.9,5.57,2.94,3.65534,1.70466,8.47,7.63,3.44,28.94,0,0,672,0,0,11.33,58,1,2,1,1,2
0,17.88,82.1,5,5.42,2.97,0,0,0,10.93,2.37,26.89,11.64,10.25304,0,33.75833,12.1246,52.5693,58,1,2,1,1,2
19.46,16.62,11.98,16.39,0,8.98,0,9.77,0,8.82,0,27.84,0,0,0,0,7.69,0,42,1,3,2,1,2
0,2.39,0,14.48,0,0,0,0,0,0,0,2.5,25.7,0,0,0,0,0,42,1,3,2,1,2
0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,7.36,0,0,88,1,1,4,1,2
1.9,6.61,1.11,2.56,0,0,0,1.03,1.03,0,0,6.1,0,0,0,10.01,30.51,0,88,1,1,4,1,2
3.89,7.34,1.46,13.78,0,0,3.73,0,10.68,1.8,0,8.5,0,0,0,0,0,0,30,1,4,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,4,2,2,2
0,6.98,0,1.99,0,0,0,0,0,4.99,0,0,0,0,71.19,0,0,0,32,1,2,5,1,1
0,2.98,6.94,0,2,2.18,0,0,0,0,4.96,0,0,0,0,0,0,0,32,1,2,5,1,1
0,2.63,0,0,0,0,0,0,0,0,0,0.77,0,0,0,6.54,0,14.77,59,1,2,1,2,2
5.8,6.09,51.38,13.58,0,4.73,4.01,11.46,9.47,0,1.83,27.12,6.83,0,0,0,1.35,7.89,59,1,2,1,2,2
0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,26,1,1,4,1,1
1.17,10.57,2.69,8.76,9.85,1.49,0,0,0,22.47,1.79,3.19,0,0,0,0,0,0,27,1,4,2,1,1
6.08,14.25,0,31.7,8.09,1.49,4.08,2.59,12.48,23.61,1.79,22.76,0,0,4.49,0,0,2.48,27,1,4,2,1,1
3.98,2.48,79.46916,21.46,13.09,29.58,11.71577,12.50921,0,45.76,12.84,20.36585,0,0,0,63.05,110.92,71.02,59,1,3,2,1,2
0,6.42,47.8,32.79,20.78,25.66,17.68,8.46,1.96,53.52,7.42,6.55,0,0,3.84,22.55,6.2,115.55,59,1,3,2,1,2
18.4493,48.9248,21.61506,36.96347,12.46073,8.75419,15.32363,24.15318,9.69691,24.90205,9.38803,50.86869,0,10.83,0,15.65982,0,16.59477,58,1,3,2,1,2
0,0,75.86132,0,0,0,0,0,0,0,0,4.53868,0,22.97357,0,8.99798,0,32.32103,58,1,3,2,1,2
0,18.44,40.93,16.44,28.72,28.34,0,13.47,0,18.17,0,2.49,0,0,0,16.19,34.93,39.41,29,1,6,5,1,1
21.83,11.96,20.47,12.45,33.58,9.74,2.97,11.47,0,5.81,0,9.35,24,0,11.64,0,0,48.83,29,1,6,5,1,1
0,1.01,6.83,6.84,0,0,0,0.48,8.58,3.78,0,9.79,0,0,0,18.51,79.05159,21.43,74,1,2,1,1,2
6.05,12.97,1.94,4.5,4.32,9.07,1.3,0,2.82,0,3.51,21.14,0,0,0,0,0,27.15,74,1,2,1,1,2
0,0,39.59,2.8,20.78,12.7,0,0,0,12.88,3.4,13,0,0,4.2,0,0,0,60,1,1,4,1,2
0,13.74,5.99,2.99,9.98,0,0,0,0,7.52,0,0,0,0,0,0,0,40.89712,60,1,1,4,1,2
0,5.99,30.58,14.90076,23.71,6.22146,0,3.36044,3.6565,23.84,0,46.28084,0,0,0,0,8.99,8.49,39,1,2,1,2,2
11.6267,23.36613,5.70649,17.35745,8.95308,16.27601,6.64793,17.32604,5.53801,32.3267,4.51088,43.8046,0,0,0,0,163,58.32,39,1,2,1,2,2
26.99,15.98,47.97,0,6.15,10.49,9.99,0,0,5.07,0,25.97,0,0,0,65.15,14.83,15.87,31,1,3,2,4,2
3.99,9.21,0,4.78,9.27,0,6.99,0,21.87,16.96,0,60.55,0,0,0,15.87,0,0,31,1,3,2,4,2
0,9.13125,24.61047,10.66574,9.32218,2.06164,0,0,5.31023,23.2576,0,31.64088,0,0,0,23,0,34.03,45,1,2,3,1,2
3.42735,18.0281,22.40273,2.38242,6.02291,11.47538,0,0,19.9826,17.87327,0,42.97524,0,0,0,82.95,0,9.57,45,1,2,3,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33148,0,0,0,67,1,2,1,1,2
0,9.44,2.03,13.57,5.59,5.49,6.97,8.98,0,13.76,0,7.41,0,0,0,0,0,5.35,67,1,2,1,1,2
4.19,5.09,0,18.43,2.81,3.93,0,0,0,5.13,2.96,22.35,27.78,0,1.96,0,12.94,27.25,73,1,2,5,1,2
1.56,4.29,26.77,5.22,0,3.2,0,4.83,0,0,0,12.43,11.75,0,0,0,0,0,73,1,2,5,1,2
12.05304,6.37634,70.48,97.52,29.39,31.89564,8.07,9.86,2.59335,79.93164,19.44,33.31,8.65,0,0,42.14,69.64,41.81,56,1,3,2,1,2
9.94,19.73,0,17.68,13.32,13.76,3.02,12.07,21.86,12.09,1.2,13.34,36.11,0,0,21.74,0,30.54,56,1,3,2,1,2
3.08857,19.9,28.96575,13.31,7.67825,5.72,4.4141,1.09,0,16.2,8.29,13.39332,111.3,0,3.99,111.77,35.49,29.49,72,1,2,1,1,2
0,44.02,27.74,9.52,0.6,8.3,0,0,4.78,28.64,0,35.67,65.82,3.15,0,0,0,53.85,72,1,2,1,1,2
2.73,14.93,27,7.16,0,1.43,0,9.24,2.39,0,0.85,22.14,0,0,76.03,0,8.4,6.74,26,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3,0,0,0,26,1,2,1,1,2
0,0,1.93,5.24,0,1.73,0,0,4.59,6.01,0,7.59,0,0,2.04,0,0,9.6,61,1,1,4,1,2
2.03,2.95,3.04,7.72,0,2.63,0,0.91,0,10.15,0,1.1,0,0,0,0,0,3.14,61,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,1,4,1,2
9.13612,6.07649,4.55743,3.69304,6.47239,5.43575,0,12.088,0,3.37956,0,7.16122,0,0,0,0,0,0,69,1,1,4,1,2
0,0,0,4.99,0,0,0,0,0,3.52,0,30.14,0,0,0,0,0,0,54,1,1,4,2,2
0,3.95,5.95,0,0,0,0,0,1.95,3.22,0,11.85,0,0,0,0,0,4.32,54,1,1,4,2,2
8.25,0,11.43,9.98,0,1.99,0,0,13.27,0,0,9.07,0,0,0,15.1,22.77,181.69,63,1,4,2,1,1
3.99,18.85,30.38,21.63,1.34,1,6.98,0,0,0,0,14.96,0,0,0,0,0.99,3.98516,63,1,4,2,1,1
2.33,21.55,60.62,39.6,7.92,14.8,0,1.33,2.48,16.98,6.62,71.39,0,15.83,12.27,20.79,0,9.94,54,1,4,2,2,2
14.56,33.57,31.93001,27.62,4.78,13.53,0,3.91,10.94,73.43,0,87.92,0,25.32,36.62,33.51,0,34.73,54,1,4,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,0,0,0,71,1,2,1,1,2
3.96,28.92,21.15798,16.44,0,5.95289,0,11.08573,3.99,6.46023,0,14.46317,0,3.55,0,2.15,0,45.83,71,1,2,1,1,2
1,10.27,0,6.57,10.98,0,0,0,3,5.44,8.98,10.15,46.91,0,16.99,14.1,0,20.64,72,1,2,1,1,2
0,8.48,0,18.8,8.06,0,0,0,0,0,0,0,43.46,0,37.56,0,0,0,72,1,2,1,1,2
3.03,10.56,3.83,7.28,1.26,1.52,2.32,7.58,1.02,3.82,8.11,11.97,0,0,9.74,0,12.25,25.36,45,1,3,2,1,2
0,8.28,31.94,8.39,1,0,2.89,4.65,0,4.11,0,9.71,0,9.07757,0,3.98,18.26942,4.92,45,1,3,2,1,2
3.99,3.18,21.52,19.32,0,0,0,1.88,0,0,0,79.4,20,0,35.98,25.87,16.13,74.60491,28,1,2,1,1,2
5.98,0,0,2.64,0,0,0,0,0,19.99,0,76.42,0,0,78.02,77.78,16.88,15.27,28,1,2,1,1,2
2.16,4.34,1.01,1.01,1.49,0,9.05,0,0,0,1.08,3.67,0,0,0,3.77,0,6.48,58,1,1,4,6,2
4.99,2.49,17.97999,8.97,0,0,0,0,0,9.99,0,10.48,15.24,4.89,0,0,0,0,22,1,1,4,1,2
7.99,1.99,22.75,3.98,3.89,0,0,0,0,0,0,28.48,21,4.89,0,0,0,0,22,1,1,4,1,2
6.68,8.76,3.41,14.75,0,0,10.27,0,2.41,37.65,0,27.11,0,0,33.79,7.08,11.88,13.67,43,1,4,2,1,2
0,5.88,14.16,9.79,0,2.54,0,0,36.22,19.82,3.46,36.31,0,0,11.9,3.32,69.29627,31.34543,43,1,4,2,1,2
0,10.64,0,0,0.48,1.29,0,0.5,3.12,0,0,0.52,0,0,0,0,0,6.17,65,1,1,4,2,2
0,2.9,0,0,0,1.82,0,1.4,1.73,2.08,0,1.04,0,0,0,0,0,6.81,65,1,1,4,2,2
0,8.68,0,8.95,2.77,11.03,0,1.59,0,0,0,7.83,4.28,0,0,8.2,15.81,0,88,2,1,4,1,2
0,2.99,2.89,4.88,1.79,6.58,0,1.48,3.79,8.13,0,8.62,0,0,0,0,0,0,88,2,1,4,1,2
0,0,59.75,0,0,0,0,0,0,0,0,30.27,8.56,0,0,88.33,14.59,22.73223,36,1,1,4,1,1
0,0,21.39,3.85,0,10.07,0,12.95,0,0,0,9.4,0,0,0,0,0,0,36,1,1,4,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,1,4,1,2
0,5.97,0,7.49,16.47,12.48,0,0,0,16.3,0,16.98,54.34,7.62302,0,12.4136,0,67.92129,36,1,4,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4629,8.17,36,1,4,2,1,2
7.78204,13.38254,96.31803,15.74497,12.32252,8.82108,23.25588,3.38,5.64781,41.15232,5.0292,77.3136,0,0,8.99082,47.62541,0,46.67997,59,1,2,5,1,2
0,0,0,0,0,0,0,0,0,0,0,17.72,0,0,0,0,0,0,59,1,2,5,1,2
10.06,29.04,36,34.05,22.06,9.96,1.99,0,4.19,2.52,8.99,28.11,7.5,0,0,16.52167,0,0,35,1,5,2,1,2
3,12.99,10.18,23.38,7.24,10.47,10.48,2.19,0,0,0,22.11,0,0,0,0,0,20.38,35,1,5,2,1,2
0,9.96,17.88,0.99,6.68,0,6.38,0,0,3.24,0,0.99,0,0,0,15.28,0,5.95,27,1,1,4,2,2
0,11.24,16.55,4.58,0,0,0.85593,1.14407,18.5,8.95,0,2.5,0,0,0,1.08,0,7.58,27,1,1,4,2,2
0,0,10,10,14.11,0,0,2.99,0,0,0,31.11,0,0,0,0,0,0,59,1,2,1,2,2
0,8.67,23.62,1.45,10.58,8.97,0,0,0,24.07,4.79,11.28,0,0,0,0,0,0,59,1,2,1,2,2
0.49,0,5.62,7.45,10.65,6.87,0,2.94,0,0,0,4.86,13.04,0,0,0,0,0,64,1,2,1,1,2
10.27,8.37,14.63,13.06,26.1,13.02,0,1.99,2.27,0,3.56,50.19,25,0,0,14.13,9.74,31.38,64,1,2,1,1,2
